property_id,county,city,zip_code,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,sale_date,rate_week_ending,mortgage_rate_30yr_fixed_pct,sale_price,price_per_sqft,hoa_fee,latitude,longitude,parking_spaces,pool,fireplace,stories,sale_year,sale_month,sale_quarter,property_age,is_new_construction,bath_bed_ratio,sqft_per_bedroom,amenity_score,has_hoa,is_single_family,avg_zip_code_sale_price,avg_city_sale_price,n_parks,kid_friendly_score,Attractions,Restaurants,Things_to_do_score,resturant_score,walk_score,transit_score,bike_score,coolness_index
SA0004703,Santa Clara,San Jose,95125,Single Family,4,2.5,2921,7778,1994,2021-06-25,2021-06-24,3.02,2434944,833,0,37.351817,-121.886506,2,0,1,2,2021,6,2,30,0,0.5,584.2,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004704,Santa Clara,San Jose,95125,Single Family,4,3.0,2460,4105,2005,2025-11-14,2025-11-13,6.24,3362522,1366,0,37.411166,-121.903983,2,0,0,2,2025,11,4,19,0,0.6,492.0,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004705,Santa Clara,San Jose,95125,Single Family,3,2.0,3074,7672,2001,2025-09-11,2025-09-11,6.35,3805304,1237,0,37.435434,-121.771014,2,1,0,2,2025,9,3,23,0,0.5,768.5,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004706,Santa Clara,San Jose,95125,Townhouse,4,2.0,1318,2479,1989,2023-03-29,2023-03-23,6.42,1005435,762,619,37.241681,-121.834092,2,0,1,1,2023,3,1,35,0,0.4,263.6,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004707,Santa Clara,San Jose,95125,Condo,1,1.0,2164,0,1970,2022-03-01,2022-02-24,3.89,1102821,509,377,37.44945,-121.919302,1,0,0,1,2022,3,1,54,0,0.5,1082.0,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004708,Santa Clara,San Jose,95125,Single Family,3,3.0,3370,7810,1986,2022-02-02,2022-01-27,3.55,2557918,759,0,37.442,-121.820759,2,0,1,3,2022,2,1,38,0,0.75,842.5,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004709,Santa Clara,San Jose,95125,Condo,3,2.0,888,0,2002,2024-08-23,2024-08-22,6.46,523712,589,722,37.480035,-121.851142,2,0,0,1,2024,8,3,22,0,0.5,222.0,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004710,Santa Clara,San Jose,95125,Condo,2,2.0,1058,0,1995,2025-04-02,2025-03-27,6.65,707774,668,629,37.260978,-121.926643,3,0,0,1,2025,4,2,29,0,0.6666666666666666,352.6666666666667,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004711,Santa Clara,San Jose,95125,Townhouse,3,3.0,929,2128,1955,2021-08-12,2021-08-12,2.87,501025,539,387,37.244153,-121.749205,1,0,1,1,2021,8,3,69,0,0.75,232.25,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004712,Santa Clara,San Jose,95125,Condo,3,1.5,1173,0,1950,2025-07-24,2025-07-24,6.74,989409,843,641,37.450301,-121.776821,1,0,0,1,2025,7,3,74,0,0.375,293.25,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004713,Santa Clara,San Jose,95125,Single Family,4,2.5,2822,9219,1957,2021-08-24,2021-08-19,2.86,2706720,959,0,37.31967,-121.798192,1,0,0,2,2021,8,3,67,0,0.5,564.4,1,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004714,Santa Clara,San Jose,95125,Condo,3,2.0,1850,0,1993,2021-11-17,2021-11-10,2.98,807945,436,601,37.335667,-122.03448,2,0,1,1,2021,11,4,31,0,0.5,462.5,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004715,Santa Clara,San Jose,95125,Condo,1,3.0,1045,0,2001,2021-11-13,2021-11-10,2.98,606921,580,446,37.428058,-121.986876,2,0,1,1,2021,11,4,23,0,1.5,522.5,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004716,Santa Clara,San Jose,95125,Condo,1,2.0,1080,0,1993,2022-01-02,2021-12-30,3.11,528531,489,601,37.264343,-121.77689,2,0,0,1,2022,1,1,31,0,1.0,540.0,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004717,Santa Clara,San Jose,95125,Single Family,3,2.0,2890,3646,2005,2022-03-09,2022-03-03,3.76,2404055,831,0,37.236462,-122.03477,3,0,0,1,2022,3,1,19,0,0.5,722.5,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004718,Santa Clara,San Jose,95125,Single Family,4,3.5,3125,7079,1948,2023-12-16,2023-12-14,6.95,3530923,1129,0,37.269788,-121.935449,2,0,0,2,2023,12,4,76,0,0.7,625.0,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004719,Santa Clara,San Jose,95125,Single Family,5,3.0,2999,8513,1995,2024-11-25,2024-11-21,6.84,3324434,1108,0,37.295378,-121.813883,3,0,0,2,2024,11,4,29,0,0.5,499.8333333333333,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004720,Santa Clara,San Jose,95125,Single Family,3,3.5,3129,8475,1961,2025-07-01,2025-06-26,6.77,3512493,1122,126,37.485848,-121.913793,2,1,0,3,2025,7,3,63,0,0.875,782.25,3,1,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004721,Santa Clara,San Jose,95125,Single Family,5,1.5,3196,6840,1979,2021-04-07,2021-04-01,3.18,2623769,820,0,37.297413,-121.940132,3,0,1,2,2021,4,2,45,0,0.25,532.6666666666666,4,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004722,Santa Clara,San Jose,95125,Townhouse,2,2.5,1219,1336,1955,2024-02-09,2024-02-08,6.64,1030493,845,617,37.309693,-121.83985,1,0,1,1,2024,2,1,69,0,0.8333333333333334,406.3333333333333,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004723,Santa Clara,San Jose,95125,Single Family,3,2.5,1735,3226,1995,2024-05-24,2024-05-23,6.94,1517362,874,0,37.468918,-121.944171,3,0,1,1,2024,5,2,29,0,0.625,433.75,4,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004724,Santa Clara,San Jose,95125,Single Family,5,2.5,1626,6201,1971,2023-01-28,2023-01-26,6.13,1414709,870,0,37.393521,-121.822009,2,0,0,2,2023,1,1,53,0,0.4166666666666667,271.0,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004725,Santa Clara,San Jose,95125,Condo,2,1.0,1241,0,1995,2022-06-18,2022-06-16,5.78,656948,529,631,37.247333,-121.740476,1,0,0,1,2022,6,2,29,0,0.3333333333333333,413.6666666666667,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004726,Santa Clara,San Jose,95125,Single Family,4,2.0,1687,3367,1994,2023-09-12,2023-09-07,7.12,1531295,907,0,37.257801,-121.795249,4,0,0,3,2023,9,3,30,0,0.4,337.4,4,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004727,Santa Clara,San Jose,95125,Single Family,3,2.5,1934,7508,1993,2023-05-30,2023-05-25,6.57,1773516,917,0,37.298874,-121.786868,2,0,0,2,2023,5,2,31,0,0.625,483.5,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004728,Santa Clara,San Jose,95125,Single Family,4,3.5,2886,4616,1980,2021-10-08,2021-10-07,2.99,2494521,864,0,37.404955,-121.874924,2,0,1,1,2021,10,4,44,0,0.7,577.2,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004729,Santa Clara,San Jose,95125,Single Family,4,2.5,1498,6686,1962,2024-05-02,2024-05-02,7.22,1720064,1148,0,37.349767,-121.803233,2,0,2,2,2024,5,2,62,0,0.5,299.6,4,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004730,Santa Clara,San Jose,95125,Single Family,4,2.5,3382,6378,1964,2023-06-09,2023-06-08,6.71,2535076,749,0,37.359943,-121.893535,4,0,1,1,2023,6,2,60,0,0.5,676.4,5,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004731,Santa Clara,San Jose,95125,Condo,2,2.0,1317,0,2018,2024-11-30,2024-11-27,6.81,946504,718,666,37.305728,-121.906532,1,0,0,1,2024,11,4,6,0,0.6666666666666666,439.0,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004732,Santa Clara,San Jose,95125,Single Family,2,2.0,3092,6006,2005,2022-04-25,2022-04-21,5.11,2369472,766,0,37.433221,-121.956837,3,0,1,1,2022,4,2,19,0,0.6666666666666666,1030.6666666666667,4,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004733,Santa Clara,San Jose,95125,Single Family,4,3.5,3351,8848,1990,2021-05-24,2021-05-20,3.0,2406628,718,0,37.305188,-121.785683,2,0,1,1,2021,5,2,34,0,0.7,670.2,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004734,Santa Clara,San Jose,95125,Single Family,4,3.5,1566,5132,1978,2022-09-30,2022-09-29,6.7,1281936,818,0,37.321546,-121.813538,1,0,0,1,2022,9,3,46,0,0.7,313.2,1,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004735,Santa Clara,San Jose,95125,Single Family,4,3.0,3046,8426,2008,2024-02-06,2024-02-01,6.63,2721551,893,0,37.472344,-121.919726,2,0,0,2,2024,2,1,16,0,0.6,609.2,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004736,Santa Clara,San Jose,95125,Single Family,4,2.5,2259,7970,2007,2023-10-05,2023-10-05,7.49,1853381,820,0,37.48035,-121.821564,3,1,0,1,2023,10,4,17,0,0.5,451.8,4,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004737,Santa Clara,San Jose,95125,Single Family,3,3.5,3228,7751,1957,2025-02-23,2025-02-20,6.85,3403174,1054,0,37.443685,-121.908332,2,1,1,2,2025,2,1,67,0,0.875,807.0,4,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004738,Santa Clara,San Jose,95125,Condo,2,2.5,1731,0,1974,2026-01-04,2025-12-31,6.15,1065420,615,394,37.44065,-121.93191,2,0,0,1,2026,1,1,50,0,0.8333333333333334,577.0,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004739,Santa Clara,San Jose,95125,Condo,2,1.5,1990,0,1979,2026-02-17,2026-02-12,6.09,1498200,752,633,37.293426,-121.992884,2,0,1,1,2026,2,1,45,0,0.5,663.3333333333334,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004740,Santa Clara,San Jose,95125,Single Family,3,2.0,1673,8626,1989,2022-07-05,2022-06-30,5.7,1302465,778,92,37.443589,-122.024584,2,0,0,2,2022,7,3,35,0,0.5,418.25,2,1,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004741,Santa Clara,San Jose,95125,Townhouse,2,1.5,1708,2494,1960,2024-03-22,2024-03-21,6.87,989356,579,490,37.373229,-121.88426,3,0,0,1,2024,3,1,64,0,0.5,569.3333333333334,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004742,Santa Clara,San Jose,95125,Single Family,4,2.5,1486,9531,1958,2022-05-09,2022-05-05,5.27,1087758,732,0,37.487369,-121.869236,2,0,0,2,2022,5,2,66,0,0.5,297.2,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004743,Santa Clara,San Jose,95125,Single Family,5,2.5,3318,8010,1971,2021-10-04,2021-09-30,3.01,2141320,645,207,37.439177,-121.736458,3,1,1,2,2021,10,4,53,0,0.4166666666666667,553.0,5,1,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004744,Santa Clara,San Jose,95125,Townhouse,4,2.0,1806,2162,1976,2025-10-10,2025-10-09,6.3,1546067,856,551,37.474215,-121.763175,2,0,0,1,2025,10,4,48,0,0.4,361.2,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004745,Santa Clara,San Jose,95125,Condo,2,1.0,1863,0,1972,2024-06-02,2024-05-30,7.03,1277291,685,634,37.298017,-121.780093,1,0,0,1,2024,6,2,52,0,0.3333333333333333,621.0,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004746,Santa Clara,San Jose,95125,Single Family,4,3.0,2738,9034,1992,2025-01-02,2025-01-02,6.91,2712588,990,0,37.200055,-121.838679,1,0,0,3,2025,1,1,32,0,0.6,547.6,1,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004747,Santa Clara,San Jose,95125,Single Family,5,3.5,3298,4976,1993,2022-03-03,2022-03-03,3.76,2512156,761,0,37.350981,-122.017537,3,0,0,2,2022,3,1,31,0,0.5833333333333334,549.6666666666666,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004748,Santa Clara,San Jose,95125,Single Family,4,4.0,2342,4007,1948,2024-02-08,2024-02-08,6.64,1820178,777,0,37.242285,-121.95342,2,0,0,1,2024,2,1,76,0,0.8,468.4,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004749,Santa Clara,San Jose,95125,Condo,3,2.0,1390,0,1972,2025-03-09,2025-03-06,6.63,833248,599,709,37.333269,-122.015931,2,0,1,1,2025,3,1,52,0,0.5,347.5,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004750,Santa Clara,San Jose,95125,Townhouse,3,2.0,1170,2137,1993,2022-02-17,2022-02-17,3.92,755875,646,350,37.294552,-121.926371,2,0,1,1,2022,2,1,31,0,0.5,292.5,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004751,Santa Clara,San Jose,95125,Townhouse,2,2.5,1070,1175,1980,2022-01-10,2022-01-06,3.22,694201,648,397,37.445731,-121.796118,2,0,0,1,2022,1,1,44,0,0.8333333333333334,356.6666666666667,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004752,Santa Clara,San Jose,95125,Single Family,5,3.0,1955,4028,2013,2021-05-29,2021-05-27,2.95,1520176,777,217,37.42658,-121.919027,2,0,0,2,2021,5,2,11,0,0.5,325.8333333333333,2,1,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004753,Santa Clara,San Jose,95125,Single Family,4,3.5,3055,6095,1979,2023-05-14,2023-05-11,6.35,2444580,800,0,37.409252,-121.830242,2,0,0,1,2023,5,2,45,0,0.7,611.0,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004754,Santa Clara,San Jose,95125,Condo,2,1.0,1061,0,1976,2022-10-01,2022-09-29,6.7,615360,579,634,37.433601,-121.790677,1,0,0,1,2022,10,4,48,0,0.3333333333333333,353.6666666666667,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004755,Santa Clara,San Jose,95125,Single Family,4,2.5,3031,5756,1995,2025-01-13,2025-01-09,6.93,3016424,995,0,37.261784,-121.737348,2,0,1,2,2025,1,1,29,0,0.5,606.2,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004756,Santa Clara,San Jose,95125,Townhouse,3,2.0,1592,1611,1965,2025-07-15,2025-07-10,6.72,1487648,934,600,37.276723,-121.79111,3,0,1,1,2025,7,3,59,0,0.5,398.0,4,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004757,Santa Clara,San Jose,95125,Single Family,4,3.0,1710,7377,1989,2023-10-25,2023-10-19,7.63,1514071,885,0,37.314713,-121.922114,2,0,0,2,2023,10,4,35,0,0.6,342.0,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004758,Santa Clara,San Jose,95125,Single Family,5,3.0,2459,4563,2002,2025-09-05,2025-09-04,6.5,2490285,1012,0,37.484926,-122.010377,2,0,0,2,2025,9,3,22,0,0.5,409.8333333333333,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004759,Santa Clara,San Jose,95125,Condo,1,1.5,1757,0,1972,2024-06-17,2024-06-13,6.95,1076622,612,768,37.373749,-121.815036,1,0,0,1,2024,6,2,52,0,0.75,878.5,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004760,Santa Clara,San Jose,95125,Single Family,3,2.5,2295,8171,1978,2022-10-17,2022-10-13,6.92,2132627,929,0,37.209614,-121.852349,2,0,0,1,2022,10,4,46,0,0.625,573.75,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004761,Santa Clara,San Jose,95125,Single Family,3,2.5,3365,5384,1973,2024-02-01,2024-02-01,6.63,2740878,814,104,37.449395,-121.878439,2,0,0,2,2024,2,1,51,0,0.625,841.25,2,1,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004762,Santa Clara,San Jose,95125,Townhouse,3,2.0,1681,2217,1962,2024-02-23,2024-02-22,6.9,1019591,606,470,37.46855,-121.987115,2,0,1,1,2024,2,1,62,0,0.5,420.25,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004763,Santa Clara,San Jose,95125,Single Family,4,2.5,3192,8259,2018,2022-08-11,2022-08-11,5.22,3330527,1043,0,37.231519,-121.966569,2,0,1,1,2022,8,3,6,0,0.5,638.4,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004764,Santa Clara,San Jose,95125,Single Family,2,2.0,3028,3466,1976,2025-10-19,2025-10-16,6.27,3130373,1033,242,37.224224,-121.736677,3,0,0,1,2025,10,4,48,0,0.6666666666666666,1009.3333333333334,3,1,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004765,Santa Clara,San Jose,95125,Single Family,3,2.0,2193,9557,1980,2026-01-22,2026-01-22,6.09,2404494,1096,55,37.438637,-121.806322,2,0,0,2,2026,1,1,44,0,0.5,548.25,2,1,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004766,Santa Clara,San Jose,95125,Single Family,5,3.0,1408,3888,1998,2023-06-08,2023-06-08,6.71,1134969,806,0,37.234428,-121.774998,1,0,0,2,2023,6,2,26,0,0.5,234.66666666666663,1,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004767,Santa Clara,San Jose,95125,Townhouse,3,2.5,1076,2474,2014,2022-09-09,2022-09-08,5.89,543176,504,640,37.338826,-121.736663,2,0,1,1,2022,9,3,10,0,0.625,269.0,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004768,Santa Clara,San Jose,95125,Townhouse,4,2.0,1892,1757,1995,2021-09-07,2021-09-02,2.87,847093,447,612,37.36639,-121.974853,2,0,1,1,2021,9,3,29,0,0.4,378.4,3,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004769,Santa Clara,San Jose,95125,Townhouse,3,2.0,1668,2061,1960,2023-01-10,2023-01-05,6.48,1176969,705,463,37.30418,-121.931487,2,0,0,1,2023,1,1,64,0,0.5,417.0,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004770,Santa Clara,San Jose,95125,Single Family,3,3.0,2441,8499,1979,2022-02-25,2022-02-24,3.89,1865331,764,136,37.480271,-121.865976,2,0,0,1,2022,2,1,45,0,0.75,610.25,2,1,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004771,Santa Clara,San Jose,95125,Single Family,4,2.5,3311,3730,1974,2024-02-16,2024-02-15,6.77,3940220,1190,0,37.460418,-121.97856,3,0,0,2,2024,2,1,50,0,0.5,662.2,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004772,Santa Clara,San Jose,95125,Single Family,5,2.0,2663,3500,1974,2023-07-27,2023-07-27,6.81,2193349,823,0,37.375601,-121.739697,2,1,0,2,2023,7,3,50,0,0.3333333333333333,443.8333333333333,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004773,Santa Clara,San Jose,95125,Condo,3,2.0,860,0,1945,2026-01-03,2025-12-31,6.15,751814,874,305,37.437424,-122.029222,1,0,1,1,2026,1,1,79,0,0.5,215.0,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004774,Santa Clara,San Jose,95125,Townhouse,3,2.5,1905,1112,1955,2024-07-09,2024-07-03,6.95,1372848,720,587,37.450411,-121.767216,1,0,0,1,2024,7,3,69,0,0.625,476.25,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004775,Santa Clara,San Jose,95125,Townhouse,2,1.5,1306,2311,1955,2024-01-31,2024-01-25,6.69,834512,638,226,37.321914,-121.949206,2,0,0,1,2024,1,1,69,0,0.5,435.3333333333333,2,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004776,Santa Clara,San Jose,95125,Single Family,4,2.5,3312,3533,1944,2022-01-27,2022-01-27,3.55,3165453,955,0,37.249097,-121.824673,2,0,0,3,2022,1,1,80,0,0.5,662.4,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004777,Santa Clara,San Jose,95125,Single Family,3,2.5,1624,9375,1975,2021-08-06,2021-08-05,2.77,1267299,780,0,37.387799,-121.885447,3,0,0,2,2021,8,3,49,0,0.625,406.0,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004778,Santa Clara,San Jose,95125,Single Family,3,3.0,3062,7719,1958,2024-11-20,2024-11-14,6.78,3534167,1154,0,37.399428,-121.855549,1,1,0,1,2024,11,4,66,0,0.75,765.5,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004779,Santa Clara,San Jose,95125,Single Family,3,4.0,2612,8016,1978,2023-06-05,2023-06-01,6.79,2537266,971,0,37.361425,-121.774252,2,1,0,1,2023,6,2,46,0,1.0,653.0,3,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004780,Santa Clara,San Jose,95125,Single Family,3,2.5,3148,6325,1996,2024-05-16,2024-05-16,7.02,2592599,823,0,37.240094,-121.984979,2,0,0,1,2024,5,2,28,0,0.625,787.0,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004781,Santa Clara,San Jose,95125,Condo,3,2.0,729,0,2019,2022-07-19,2022-07-14,5.51,417371,572,409,37.220758,-121.764994,1,0,0,1,2022,7,3,5,1,0.5,182.25,1,1,0,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004782,Santa Clara,San Jose,95125,Single Family,3,2.5,1414,9258,1993,2022-10-27,2022-10-27,7.08,1111435,786,0,37.439975,-121.932865,2,0,0,2,2022,10,4,31,0,0.625,353.5,2,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
SA0004783,Santa Clara,San Jose,95125,Single Family,4,2.5,3248,4791,2009,2023-12-02,2023-11-30,7.22,3079344,948,0,37.203218,-121.758588,3,0,1,2,2023,12,4,15,0,0.5,649.6,4,0,1,1711567.9226361031,1726273.609189521,136,8.1,571.0,2213.0,100.0,100.0,51.0,40.0,62.0,74.0
